Team,Player,Event,Mins,Secs,X,Y,X2,Y2
GEVP,8,Errado,55,53,80,44,-,-
GEVP,5,Pase,55,58,85,47,66,76
GEVP,2,Errado,55,59,66,78,-,-
GEVP,5,Pase,56,6,91,39,78,36
GEVP,8,Pase,56,7,77,32,92,22
SITAS,9,Foul,56,14,92,22,-,-
GEVP,8,Perdida,56,19,93,25,-,-
SITAS,4,Recupero,56,20,64,21,-,-
SITAS,4,Pase,56,21,64,23,51,24
SITAS,11,Pase,56,25,49,23,21,13
SITAS,1,Pase,56,27,21,13,39,15
SITAS,7,Pase,56,28,39,15,36,74
SITAS,10,Perdida,56,33,37,75,-,-
GEVP,5,Pase,56,37,14,51,26,12
GEVP,12,Pase,56,38,26,12,50,5
GEVP,11,Pase,56,42,49,5,56,93
GEVP,9,Pase,56,44,56,93,55,54
GEVP,8,Perdida,56,46,55,55,-,-
SITAS,10,Recupero,56,47,80,59,-,-
SITAS,10,Pase,56,48,81,61,71,44
SITAS,7,Pase,56,49,73,43,69,78
SITAS,9,Pase,56,51,69,79,40,81
SITAS,11,Pase,56,52,40,79,47,39
SITAS,7,Pase,56,54,48,39,24,47
SITAS,10,Errado,56,57,21,47,-,-
GEVP,12,reb_def,56,57,15,45,-,-
GEVP,12,Pase,56,58,15,44,22,12
GEVP,5,Pase,57,1,22,11,18,37
GEVP,12,Pase,57,2,18,37,33,84
GEVP,9,Pase,57,4,34,83,56,95
GEVP,8,Pase,57,5,55,94,77,88
GEVP,11,Pase,57,9,78,88,55,53
SITAS,1,Foul,57,15,75,56,-,-
SITAS,1,Foul,57,19,75,40,-,-
GEVP,8,Pase,57,27,75,41,66,62
GEVP,2,Pase,57,28,65,65,65,36
GEVP,8,Pase,57,30,64,38,60,75
GEVP,5,Perdida,57,31,59,74,-,-
SITAS,9,Pase,57,37,99,88,76,89
SITAS,1,Pase,57,39,75,89,46,85
SITAS,11,Pase,57,41,46,84,13,82
SITAS,10,Pase,57,43,13,85,8,53
SITAS,7,Pase,57,45,6,55,20,21
SITAS,11,Pase,57,49,19,21,46,80
SITAS,10,Pase,57,51,46,80,58,51
SITAS,4,Pase,57,52,59,51,45,26
SITAS,7,Pase,57,54,44,23,14,20
GEVP,9,Pase,57,58,10,53,-,-
SITAS,7,Pase,58,6,8,50,11,23
SITAS,10,Gol,58,8,9,22,-,-
GEVP,5,Pase,58,10,12,50,24,33
GEVP,12,Errado,58,11,28,32,-,-
GEVP,9,Pase,67,50,84,29,79,47
GEVP,5,Pase,67,51,79,49,79,88
GEVP,12,Pase,67,53,79,90,60,65
GEVP,5,Pase,67,54,60,64,44,91
GEVP,8,Pase,67,55,44,90,44,41
SITAS,1,sub_out,67,58,50,50,-,-
SITAS,5,sub_in,67,58,50,49,-,-
GEVP,8,Pase,68,6,9,50,22,35
GEVP,5,Gol,68,8,23,28,-,-
SITAS,4,Pase,68,12,16,59,25,39
SITAS,7,Pase,68,14,24,40,25,76
SITAS,4,Pase,68,15,25,78,34,46
SITAS,7,Pase,68,17,33,43,30,78
SITAS,4,Pase,68,20,30,79,53,67
SITAS,5,Pase,68,21,54,65,58,16
SITAS,7,Pase,68,23,58,18,73,10
SITAS,7,Pase,68,31,72,64,83,78
SITAS,10,Gol,68,36,83,68,-,-
GEVP,12,Pase,68,36,85,42,68,10
GEVP,8,Pase,68,38,68,11,36,12
GEVP,5,Pase,68,40,35,15,17,29
GEVP,2,Errado,68,41,19,20,-,-
SITAS,7,Foul,68,50,29,63,-,-
GEVP,8,Pase,68,55,31,71,15,66
GEVP,5,Gol,68,56,17,63,-,-
SITAS,9,Pase,69,0,14,50,24,86
SITAS,4,Pase,69,2,26,85,22,56
SITAS,9,Pase,69,5,23,57,27,95
SITAS,4,Pase,69,7,27,97,27,67
SITAS,9,Pase,69,8,26,69,29,94
SITAS,4,Pase,69,11,26,95,69,87
SITAS,11,Pase,69,13,72,85,76,32
SITAS,7,Pase,69,16,76,31,54,53
SITAS,11,Pase,69,19,53,53,59,11
SITAS,5,Pase,69,20,58,11,79,16
SITAS,10,Pase,69,22,79,16,66,22
SITAS,11,Pase,69,24,66,25,91,35
SITAS,10,Errado,69,25,93,35,-,-
GEVP,5,reb_def,69,26,79,48,-,-
GEVP,5,Pase,69,29,79,49,38,52
GEVP,8,Pase,69,30,37,49,21,85
GEVP,2,Gol,69,31,22,82,-,-
SITAS,4,Pase,69,35,14,59,51,13
SITAS,7,Pase,69,36,50,14,68,5
SITAS,10,Pase,69,43,78,11,93,33
SITAS,11,Gol,69,41,93,37,-,-
GEVP,9,Pase,69,45,88,39,67,7
GEVP,5,Pase,69,47,67,9,24,12
GEVP,11,Pase,69,49,22,12,14,32
GEVP,2,Gol,69,51,18,31,-,-
SITAS,9,Pase,69,55,14,45,33,6
SITAS,5,Pase,69,58,34,7,47,22
SITAS,4,Pase,70,0,47,21,45,5
SITAS,11,Foul,70,3,79,16,-,-
GEVP,9,Pase,70,11,79,16,41,22
GEVP,8,Pase,70,13,41,23,22,38
GEVP,2,Gol,70,15,21,54,-,-
SITAS,9,Pase,70,32,15,54,27,16
SITAS,4,sub_out,70,31,50,49,-,-
SITAS,2,sub_in,70,31,50,49,-,-
SITAS,2,Pase,70,32,26,18,43,6
SITAS,7,Pase,70,34,44,7,55,32
SITAS,11,Pase,70,35,55,34,62,79
SITAS,5,Pase,70,37,63,80,71,49
SITAS,10,Gol,70,39,80,43,-,-
GEVP,9,Perdida,70,47,85,37,-,-
SITAS,10,Gol,70,47,79,62,-,-
GEVP,9,Pase,70,54,84,39,79,16
GEVP,5,Pase,70,56,80,16,54,4
GEVP,12,Pase,70,57,54,5,29,4
GEVP,2,Perdida,70,58,29,5,-,-
SITAS,10,Recupero,70,59,56,56,-,-
SITAS,10,Recupero,70,59,74,70,-,-
SITAS,10,Pase,71,2,53,59,30,61
SITAS,9,Pase,71,4,29,61,37,74
SITAS,10,Pase,71,6,37,75,70,26
SITAS,2,Gol,71,7,76,32,-,-
GEVP,12,Pase,71,9,86,43,77,17
GEVP,9,Pase,71,11,77,15,79,46
GEVP,12,Pase,71,13,79,46,68,64
GEVP,5,Pase,71,16,67,64,54,56
SITAS,11,Foul,71,18,53,57,-,-
GEVP,9,Pase,71,23,55,59,44,71
GEVP,8,Pase,71,26,43,72,28,38
GEVP,11,Pase,71,29,29,37,20,39
SITAS,10,Foul,71,32,21,38,-,-
GEVP,2,Pase,71,38,22,36,11,52
GEVP,12,Gol,71,40,20,58,-,-
SITAS,2,Pase,71,42,15,43,53,28
SITAS,10,Pase,71,45,53,30,54,67
SITAS,5,Gol,71,48,57,66,-,-
GEVP,8,Pase,71,50,85,49,69,56
GEVP,12,Pase,71,53,69,57,86,61
GEVP,8,Pase,71,53,87,62,66,93
GEVP,9,Pase,71,54,65,92,35,90
GEVP,11,Pase,71,56,34,90,53,64
GEVP,8,Pase,71,57,54,65,43,12
GEVP,12,Pase,71,59,44,14,4,12
GEVP,2,Pase,72,2,4,12,26,48
GEVP,12,Pase,72,3,20,55,10,87
GEVP,11,Gol,72,5,13,88,-,-
SITAS,7,Pase,72,11,13,49,27,86
SITAS,9,Pase,72,13,27,86,29,56
SITAS,7,Pase,72,14,29,58,53,9
SITAS,2,Pase,72,16,53,11,69,5
SITAS,5,Pase,72,17,69,6,59,15
SITAS,11,Pase,72,19,58,18,88,14
SITAS,10,Pase,72,21,88,14,94,80
SITAS,5,Pase,72,22,94,81,81,63
SITAS,10,Pase,72,23,79,63,87,63
SITAS,11,Gol,72,25,86,64,-,-
GEVP,9,Pase,72,29,85,44,71,10
GEVP,2,Pase,72,32,71,11,68,67
GEVP,12,Pase,72,33,69,69,50,92
GEVP,8,Pase,72,35,50,92,47,66
GEVP,2,Pase,72,37,48,67,20,24
GEVP,11,Errado,72,39,16,16,-,-
GEVP,8,reb_of,72,42,15,30,-,-
GEVP,8,Pase,72,42,16,31,34,11
SITAS,2,Recupero,72,44,11,49,-,-
SITAS,2,Pase,72,46,5,71,21,85
SITAS,9,Pase,72,48,20,85,36,49
SITAS,7,Pase,72,49,36,49,55,89
SITAS,5,Gol,72,52,60,88,-,-
GEVP,9,Pase,72,55,86,49,71,21
GEVP,12,Pase,72,57,70,22,47,8
GEVP,11,Pase,72,59,46,8,45,40
GEVP,8,Pase,73,1,45,41,36,6
GEVP,2,Pase,73,3,36,8,25,35
GEVP,11,Perdida,73,6,26,31,-,-
SITAS,2,Pase,74,26,1,61,9,88
SITAS,9,Pase,74,28,9,88,23,63
SITAS,2,Pase,74,30,23,63,58,54
SITAS,11,Pase,74,32,58,55,65,20
SITAS,7,Pase,74,34,65,22,75,37
SITAS,10,Pase,74,36,73,36,86,43
SITAS,5,Errado,74,38,86,42,-,-
SITAS,10,Foul,74,39,78,49,-,-
GEVP,12,Pase,74,43,80,50,64,14
GEVP,9,Pase,74,44,64,17,44,5
GEVP,5,Pase,74,46,44,6,45,50
GEVP,11,Pase,74,47,46,50,27,89
GEVP,8,Pase,74,49,27,90,14,55
GEVP,5,Gol,74,51,13,57,-,-
SITAS,9,Pase,74,54,12,56,48,91
SITAS,7,Pase,74,57,56,89,69,93
SITAS,10,Pase,74,59,69,92,88,46
SITAS,11,Gol,75,1,90,55,-,-
GEVP,12,Pase,75,3,85,46,71,14
GEVP,5,Pase,75,6,72,14,81,36
GEVP,12,Pase,75,8,81,36,62,32
GEVP,9,Pase,75,11,63,30,62,70
GEVP,12,Pase,75,12,62,70,54,93
GEVP,2,Pase,75,14,53,94,62,68
GEVP,12,Pase,75,16,62,67,54,14
GEVP,9,Pase,75,17,54,14,47,33
GEVP,8,Pase,75,18,46,33,20,16
GEVP,11,Pase,75,21,23,17,3,30
GEVP,5,Pase,75,24,3,30,3,90
GEVP,2,Pase,75,25,3,92,9,53
SITAS,7,Foul,75,29,8,53,-,-
GEVP,8,Pase,75,38,7,56,9,31
GEVP,5,Gol,75,40,4,33,-,-
SITAS,9,Pase,75,44,12,35,38,9
SITAS,2,Pase,75,46,39,11,57,21
SITAS,11,Pase,75,47,57,21,93,43
SITAS,10,Gol,75,49,93,41,-,-
GEVP,9,Pase,75,52,88,51,78,85
GEVP,12,Pase,75,55,77,86,79,44
GEVP,9,Pase,75,56,78,43,78,75
GEVP,12,Pase,75,57,78,76,48,48
GEVP,8,Pase,76,0,46,49,45,12
GEVP,11,Pase,76,2,45,14,47,50
GEVP,5,Pase,76,3,47,52,29,86
GEVP,8,Pase,76,5,28,85,14,55
GEVP,5,Gol,76,7,19,64,-,-
SITAS,9,Pase,76,12,12,49,17,88
SITAS,5,Pase,76,13,17,86,14,59
SITAS,9,Pase,76,15,16,61,46,22
SITAS,2,Pase,76,17,45,18,57,40
SITAS,7,Pase,76,19,57,38,87,65
SITAS,10,Gol,76,21,86,78,-,-
GEVP,9,Pase,76,25,86,77,54,94
GEVP,8,Pase,76,29,53,89,67,61
GEVP,9,Pase,76,31,68,59,56,12
GEVP,12,Pase,76,33,55,10,25,6
GEVP,2,Pase,76,36,25,8,4,32
GEVP,5,Pase,76,37,4,33,14,5
GEVP,8,Pase,76,40,14,6,34,7
GEVP,2,Pase,76,42,35,8,20,7
GEVP,5,Pase,76,45,21,9,5,79
GEVP,8,Errado,76,48,7,68,-,-
GEVP,11,reb_of,76,49,22,43,-,-
SITAS,9,Foul,76,56,20,38,-,-
GEVP,8,Pase,76,59,18,32,8,60
GEVP,5,Pase,77,0,7,60,16,87
GEVP,11,Gol,77,2,16,86,-,-
SITAS,2,Pase,77,5,15,51,32,15
SITAS,7,sub_out,77,4,51,49,-,-
SITAS,8,sub_in,77,12,51,51,-,-
SITAS,5,Pase,77,7,32,17,28,41
SITAS,8,Pase,77,9,28,40,27,68
SITAS,2,Pase,77,10,27,69,50,50
SITAS,8,Pase,77,12,54,48,62,87
GEVP,9,Foul,77,14,79,76,-,-
SITAS,11,Pase,77,21,80,60,76,37
SITAS,10,Gol,77,22,72,32,-,-
GEVP,12,Pase,77,26,86,44,72,23
GEVP,9,Pase,77,27,72,22,81,41
GEVP,12,Pase,77,28,81,41,59,89
GEVP,5,Pase,77,29,58,90,38,96
GEVP,8,Pase,77,33,37,93,67,61
GEVP,12,Pase,77,34,67,64,57,93
GEVP,8,Pase,77,36,57,91,69,66
GEVP,12,Pase,77,38,68,63,41,16
GEVP,2,Pase,77,40,47,13,42,58
GEVP,12,Pase,77,41,43,60,3,82
GEVP,5,Pase,77,43,3,81,11,53
GEVP,12,Pase,77,45,11,46,30,21
GEVP,11,Gol,77,46,30,21,-,-
SITAS,2,Pase,77,50,12,53,34,51
SITAS,8,Pase,77,52,35,49,48,83
SITAS,5,Pase,77,54,53,86,75,93
SITAS,10,Pase,77,56,75,93,62,91
SITAS,8,Pase,77,58,61,90,71,71
SITAS,11,Pase,77,58,70,71,53,70
SITAS,5,Pase,78,0,54,70,55,35
SITAS,11,Pase,78,3,54,36,70,16
SITAS,8,Pase,78,4,69,18,86,21
SITAS,10,Pase,78,7,86,22,68,60
SITAS,8,Gol,78,8,68,63,-,-
GEVP,12,Pase,78,12,88,54,77,82
GEVP,5,Pase,78,13,76,82,81,58
GEVP,12,Pase,78,14,79,62,56,81
GEVP,5,Errado,78,15,48,81,-,-
SITAS,2,reb_def,78,17,11,43,-,-
SITAS,2,Pase,78,19,11,43,30,46
SITAS,5,Pase,78,21,30,46,41,8
SITAS,8,Pase,78,22,46,13,59,9
SITAS,11,Pase,78,25,58,10,52,25
SITAS,5,Pase,78,26,52,26,44,60
SITAS,8,Pase,78,28,46,62,60,91
SITAS,11,Perdida,78,31,77,85,-,-
GEVP,12,Recupero,78,31,79,88,-,-
GEVP,12,Pase,78,36,81,91,51,89
GEVP,5,Pase,78,38,50,90,24,88
GEVP,11,Pase,78,39,23,89,50,39
GEVP,8,Pase,78,42,48,41,29,21
GEVP,5,Pase,78,45,28,22,9,17
SITAS,5,Foul,78,46,11,40,-,-
GEVP,8,Pase,78,49,13,35,23,40
GEVP,2,Errado,78,49,25,36,-,-
SITAS,5,reb_def,78,51,20,51,-,-
SITAS,5,Pase,78,52,22,53,37,71
SITAS,8,Pase,78,53,38,68,57,92
SITAS,10,Pase,78,56,53,92,51,64
SITAS,5,Pase,78,58,51,64,59,26
SITAS,11,Pase,78,59,59,26,86,28
GEVP,9,sub_out,78,59,50,49,-,-
GEVP,10,sub_in,78,59,50,50,-,-
GEVP,10,Foul,79,0,88,42,-,-
SITAS,11,Pase,79,7,87,41,93,60
SITAS,10,Gol,79,8,93,63,-,-
GEVP,12,Pase,79,12,88,50,80,18
GEVP,5,Pase,79,14,80,18,55,16
GEVP,10,Pase,79,16,55,15,38,6
GEVP,2,Pase,79,17,37,6,46,27
GEVP,5,Pase,79,18,46,28,42,67
GEVP,8,Pase,79,20,42,67,37,39
SITAS,2,Recupero,79,33,29,44,-,-
SITAS,2,Pase,79,34,29,44,26,74
SITAS,5,Pase,79,36,26,74,51,79
SITAS,11,Pase,79,38,51,81,74,93
SITAS,8,Pase,79,40,74,95,79,60
GEVP,10,Foul,79,40,79,57,-,-
SITAS,11,Pase,79,46,76,61,77,87
SITAS,10,Pase,79,48,77,88,63,61
SITAS,11,Pase,79,49,62,61,58,28
SITAS,5,Pase,79,51,57,29,74,33
SITAS,11,Pase,79,52,80,32,93,62
SITAS,10,Errado,79,55,95,63,-,-
SITAS,8,Foul,79,56,83,35,-,-
GEVP,8,Pase,80,3,80,27,72,73
GEVP,10,Pase,80,5,71,74,42,94
GEVP,11,Pase,80,7,43,92,18,88
GEVP,5,Pase,80,9,17,90,14,55
GEVP,8,Gol,80,10,10,52,-,-
SITAS,10,Pase,80,15,15,42,35,12
SITAS,2,Pase,80,17,35,13,62,7
SITAS,8,Pase,80,18,62,8,53,22
SITAS,5,Errado,80,20,56,25,-,-
GEVP,10,reb_def,80,21,90,54,-,-
GEVP,10,Pase,80,23,90,54,81,20
GEVP,12,Pase,80,24,81,18,56,9
GEVP,8,Pase,80,27,56,10,65,31
GEVP,12,Pase,80,28,65,32,46,9
GEVP,8,Pase,80,30,43,10,22,46
SITAS,5,Foul,80,36,22,46,-,-
GEVP,8,Pase,80,39,22,41,9,64
GEVP,5,Pase,80,40,6,62,10,32
GEVP,8,Errado,80,43,6,34,-,-
SITAS,2,reb_def,80,42,20,63,-,-
SITAS,2,Pase,80,44,20,62,35,22
SITAS,9,Pase,80,46,34,23,56,16
SITAS,11,Errado,80,48,59,21,-,-
SITAS,10,reb_of,80,51,86,44,-,-
GEVP,10,Foul,80,53,86,43,-,-
SITAS,10,Pase,80,56,89,44,85,58
SITAS,11,Perdida,80,56,85,59,-,-
GEVP,10,Pase,81,5,82,60,68,46
GEVP,12,Pase,81,6,66,49,44,93
GEVP,5,Pase,81,7,43,93,46,57
GEVP,12,Pase,81,10,46,60,28,21
GEVP,8,Pase,81,12,27,20,44,49
GEVP,2,Pase,81,14,46,51,28,53
GEVP,5,Pase,81,16,19,67,21,46
GEVP,12,Gol,81,17,20,53,-,-
SITAS,9,Pase,81,20,16,55,23,81
SITAS,8,Pase,81,21,23,80,38,93
SITAS,2,Pase,81,23,41,93,48,66
SITAS,8,Pase,81,25,52,67,60,21
SITAS,5,Pase,81,27,61,22,53,39
SITAS,8,Pase,81,29,53,39,58,19
SITAS,11,Pase,81,31,58,19,80,19
SITAS,10,Pase,81,33,81,18,58,18
SITAS,8,Pase,81,36,57,19,78,7
SITAS,10,Pase,81,37,79,6,56,44
SITAS,5,Pase,81,39,54,46,71,33
SITAS,11,Pase,81,40,71,35,51,13
GEVP,11,Foul,81,49,53,13,-,-
SITAS,10,Pase,81,59,56,20,83,33
SITAS,11,Gol,82,0,84,35,-,-
GEVP,11,Pase,82,4,84,41,79,81
GEVP,10,Pase,82,8,79,81,70,95
GEVP,5,Pase,82,8,69,96,27,93
GEVP,2,Pase,82,10,27,94,44,92
GEVP,5,Pase,82,12,43,88,21,91
GEVP,8,Pase,82,14,21,89,20,63
GEVP,5,Gol,82,14,13,56,-,-
SITAS,9,Pase,82,19,11,55,53,16
SITAS,5,Pase,82,21,54,18,70,7
SITAS,11,Pase,82,22,71,7,55,27
SITAS,8,Pase,82,24,53,26,70,10
SITAS,11,Pase,82,25,71,12,78,40
SITAS,10,Pase,82,29,77,39,84,26
SITAS,11,Gol,82,29,84,33,-,-
GEVP,10,Pase,82,33,85,56,46,74
GEVP,11,Pase,82,34,43,70,18,87
GEVP,2,Pase,82,36,17,88,35,90
GEVP,11,Pase,82,37,35,90,49,49
GEVP,8,Pase,82,38,48,52,34,12
GEVP,5,Pase,82,39,35,12,47,34
GEVP,12,Pase,82,41,45,32,12,81
GEVP,8,Errado,82,42,11,86,-,-
GEVP,12,Foul,82,57,11,47,-,-
SITAS,2,Pase,82,57,12,50,47,68
SITAS,10,Pase,82,59,51,73,57,19
SITAS,5,Pase,83,1,57,21,81,17
GEVP,11,Foul,83,2,83,59,-,-
SITAS,10,Pase,83,11,77,40,92,49
SITAS,11,Gol,83,13,93,44,-,-
GEVP,5,Pase,83,17,88,43,72,59
GEVP,10,Pase,83,18,72,60,49,93
GEVP,8,Pase,83,21,46,94,47,44
GEVP,5,Perdida,83,24,46,42,-,-
SITAS,9,Recupero,83,22,14,34,-,-
SITAS,9,Pase,83,25,16,5,28,10
SITAS,8,Pase,83,27,34,11,52,10
GEVP,10,Foul,83,29,77,19,-,-
SITAS,10,Pase,83,48,77,11,90,9
SITAS,11,Pase,83,48,89,10,60,12
SITAS,5,Pase,83,51,59,14,76,17
SITAS,11,Pase,83,53,76,16,87,41
GEVP,10,Foul,83,53,87,40,-,-
SITAS,11,Pase,84,1,88,46,88,88
SITAS,8,Pase,84,2,89,91,97,81
SITAS,11,Pase,84,3,97,81,85,62
SITAS,10,Pase,84,5,84,61,65,69
SITAS,8,Gol,84,6,66,68,-,-
GEVP,12,Pase,84,14,86,45,68,45
GEVP,10,Pase,84,15,68,46,55,91
GEVP,11,Pase,84,16,55,90,33,94
GEVP,8,Pase,84,18,34,95,47,47
GEVP,5,Pase,84,20,46,49,20,46
GEVP,8,Gol,84,21,20,45,-,-
SITAS,9,Pase,84,24,15,47,24,35
SITAS,2,Pase,84,26,24,36,46,18
SITAS,8,Pase,84,27,47,16,58,26
SITAS,11,Pase,84,30,58,27,79,18
SITAS,10,Pase,84,31,79,18,96,15
SITAS,5,Pase,84,33,97,15,72,14
SITAS,8,Pase,84,35,72,13,53,22
SITAS,11,Pase,84,37,53,20,70,23
SITAS,10,Pase,84,39,82,31,70,62
SITAS,5,Pase,84,40,70,65,46,31
SITAS,11,Pase,84,42,46,31,68,76
SITAS,2,Pase,84,43,69,75,90,28
SITAS,10,Pase,84,45,90,28,55,50
SITAS,5,Errado,84,48,58,49,-,-
SITAS,2,reb_of,84,49,86,28,-,-
SITAS,2,Pase,84,50,87,28,70,21
SITAS,10,Gol,84,52,70,24,-,-
GEVP,10,Pase,84,56,86,40,65,48
GEVP,12,Pase,84,59,65,49,56,12
GEVP,5,Pase,85,2,55,13,8,30
GEVP,8,Pase,85,4,15,30,13,48
GEVP,12,Gol,85,5,12,54,-,-
SITAS,9,Pase,85,10,13,51,22,88
SITAS,2,Pase,85,12,24,89,56,84
SITAS,5,Gol,85,13,62,82,-,-
GEVP,11,Pase,85,22,90,64,74,43
GEVP,5,Pase,85,24,78,52,58,76
GEVP,10,Pase,85,25,57,78,46,30
GEVP,5,Pase,85,26,46,33,34,9
GEVP,2,Pase,85,28,35,9,12,37
GEVP,12,Pase,85,30,12,33,10,59
GEVP,5,Gol,85,32,13,64,-,-
SITAS,2,Pase,85,36,12,57,59,66
SITAS,8,Gol,85,37,65,63,-,-
GEVP,-,Zona,87,7,50,50,-,-
SITAS,2,Zona,87,9,47,51,55,9
SITAS,8,Zona,87,10,55,11,66,6
SITAS,11,Zona,87,12,66,7,78,7
SITAS,10,Zona,87,14,78,7,90,33
SITAS,11,Zona,87,16,87,47,70,65
SITAS,10,Gol,87,18,70,66,-,-
GEVP,12,Pase,87,21,84,46,84,84
GEVP,10,sub_out,87,19,50,49,-,-
GEVP,6,sub_in,87,19,51,50,-,-
GEVP,6,Pase,87,22,84,86,76,57
GEVP,12,Pase,87,24,74,55,73,94
GEVP,6,Pase,87,24,72,93,46,95
GEVP,5,Pase,87,26,45,95,49,51
GEVP,12,Pase,87,27,47,49,16,15
GEVP,2,Pase,87,29,18,7,6,50
GEVP,8,Errado,87,31,6,52,-,-
SITAS,5,reb_def,87,32,13,40,-,-
SITAS,5,Perdida,87,35,13,39,-,-
GEVP,8,Pase,87,47,26,2,36,9
GEVP,12,Pase,87,50,37,11,9,9
GEVP,5,Pase,87,52,10,10,2,43
GEVP,8,Pase,87,53,3,41,16,61
GEVP,12,Errado,87,55,16,65,-,-
GEVP,5,reb_of,87,56,16,43,-,-
GEVP,5,Errado,87,58,17,55,-,-
GEVP,12,reb_of,87,58,16,50,-,-
GEVP,12,Pase,88,0,17,49,33,40
GEVP,2,Pase,88,0,34,39,39,68
GEVP,5,Pase,88,2,39,69,20,90
GEVP,8,Errado,88,3,21,89,-,-
GEVP,2,reb_of,88,5,10,48,-,-
SITAS,5,Foul,88,8,9,55,-,-
GEVP,8,Pase,88,15,6,50,19,56
GEVP,12,Pase,88,17,19,61,5,32
GEVP,8,Errado,88,18,5,29,-,-
GEVP,12,reb_of,88,19,21,56,-,-
GEVP,12,Errado,88,20,21,44,-,-
GEVP,12,reb_of,88,21,19,44,-,-
GEVP,12,Gol,88,24,20,57,-,-
SITAS,2,Pase,88,27,15,43,42,11
SITAS,5,Pase,88,29,42,13,59,9
SITAS,11,Pase,88,31,59,11,52,27
SITAS,5,Pase,88,33,51,28,59,6
SITAS,10,Pase,88,35,59,8,52,42
SITAS,8,Pase,88,36,52,41,66,78
SITAS,2,Pase,88,38,69,81,55,62
SITAS,8,Pase,88,39,55,63,55,35
SITAS,11,Pase,88,41,55,35,59,6
SITAS,10,Gol,88,43,59,10,-,-
GEVP,6,Pase,88,46,87,47,79,19
GEVP,5,Pase,88,48,79,20,40,11
GEVP,12,Pase,88,49,40,12,22,46
GEVP,8,Pase,88,50,21,44,43,36
GEVP,5,Errado,88,52,36,41,-,-
SITAS,2,reb_def,88,53,10,46,-,-
SITAS,2,Pase,88,55,11,45,22,16
SITAS,5,Pase,88,56,22,15,41,36
SITAS,10,Pase,88,58,42,37,46,80
SITAS,9,Pase,88,59,46,82,67,93
SITAS,8,Pase,89,1,69,94,73,70
SITAS,11,Pase,89,4,73,74,56,94
SITAS,5,Pase,89,5,54,95,52,53
SITAS,11,Pase,89,8,53,53,56,94
SITAS,2,Pase,89,10,57,93,55,47
GEVP,8,Foul,89,13,54,49,-,-
SITAS,8,Pase,89,15,54,49,71,71
SITAS,10,Pase,89,16,71,76,86,56
GEVP,11,Foul,89,18,85,58,-,-
SITAS,11,Gol,89,32,64,49,-,-
GEVP,6,Pase,89,36,86,53,77,19
GEVP,11,Pase,89,38,76,17,64,5
GEVP,8,Pase,89,40,64,5,62,80
GEVP,6,Pase,89,41,61,79,36,92
GEVP,12,Pase,89,44,36,91,25,58
SITAS,8,Foul,89,45,26,56,-,-
GEVP,8,Pase,89,48,30,56,18,40
SITAS,5,Foul,89,48,15,42,-,-
GEVP,8,Gol,90,17,35,48,-,-
SITAS,2,Pase,90,22,14,68,36,48
SITAS,5,Pase,90,24,36,50,24,77
SITAS,2,Pase,90,27,25,78,36,12
SITAS,9,Pase,90,28,36,10,57,8
SITAS,8,sub_out,90,28,50,49,-,-
SITAS,15,sub_in,90,28,51,50,-,-
SITAS,15,Pase,90,29,55,10,65,15
SITAS,11,Pase,90,31,65,16,85,64
SITAS,2,Gol,90,33,84,56,-,-
GEVP,6,Pase,90,36,86,53,73,71
GEVP,5,Pase,90,38,74,74,40,94
GEVP,8,Pase,90,40,39,92,46,68
GEVP,5,Pase,90,41,46,70,40,15
GEVP,12,Pase,90,43,40,15,19,39
GEVP,5,Gol,90,43,17,33,-,-
SITAS,10,Pase,90,49,9,56,18,19
SITAS,2,Pase,90,51,17,18,20,52
SITAS,10,Pase,90,53,27,53,35,90
SITAS,9,Pase,90,54,35,91,61,87
SITAS,11,Pase,90,56,57,91,82,86
SITAS,5,Pase,90,58,82,86,83,69
SITAS,11,Perdida,91,1,83,63,-,-
SITAS,5,Foul,91,3,82,54,-,-
GEVP,6,Pase,91,6,86,50,60,89
GEVP,11,Pase,91,7,59,89,30,91
GEVP,8,Pase,91,8,30,91,11,88
GEVP,2,Perdida,91,12,12,87,-,-
SITAS,15,Recupero,91,11,15,68,-,-
SITAS,15,Pase,91,13,14,70,15,35
SITAS,10,Pase,91,15,16,33,52,77
SITAS,2,Pase,91,16,55,76,72,94
SITAS,11,Pase,91,18,72,93,56,63
SITAS,15,Pase,91,19,56,62,59,21
SITAS,5,Pase,91,21,59,21,55,65
SITAS,11,Pase,91,23,56,66,47,22
SITAS,10,Pase,91,25,47,22,72,15
SITAS,15,Pase,91,26,72,15,84,32
SITAS,11,Pase,91,29,85,32,65,48
SITAS,15,Pase,91,31,66,47,52,20
SITAS,10,Pase,91,33,48,22,47,86
SITAS,2,Pase,91,36,47,85,58,61
SITAS,11,Pase,91,38,58,63,54,36
SITAS,15,Pase,91,40,53,37,80,17
SITAS,10,Pase,91,41,81,17,72,32
SITAS,11,Errado,91,43,72,29,-,-
SITAS,10,reb_of,91,44,77,41,-,-
SITAS,10,Pase,91,45,78,40,74,77
SITAS,15,Gol,91,45,75,79,-,-
GEVP,11,Pase,91,51,86,22,85,80
GEVP,8,Pase,91,55,84,79,55,14
GEVP,6,Pase,91,59,56,12,40,10
GEVP,12,Pase,91,59,40,11,48,46
GEVP,2,Pase,92,1,51,46,41,81
GEVP,8,Pase,92,3,41,81,7,77
GEVP,12,Errado,92,6,7,61,-,-
