Team,Player,Event,Mins,Secs,X,Y,X2,Y2
GEVP,2,Pase,50,3,17,7,4,48
GEVP,8,Pase,50,4,3,49,13,86
GEVP,5,Pase,50,6,13,87,35,94
GEVP,11,Pase,50,9,35,92,43,39
GEVP,2,Pase,50,11,44,36,24,11
GEVP,5,Pase,50,13,23,3,46,32
GEVP,8,Pase,50,15,45,39,43,8
GEVP,5,Pase,50,16,46,7,10,14
GEVP,2,Pase,50,20,19,18,13,90
GEVP,11,Gol,50,21,14,93,-,-
SITAS,7,Pase,50,26,10,54,29,70
SITAS,9,Pase,50,26,30,76,21,46
SITAS,7,Pase,50,28,24,44,45,39
SITAS,11,Perdida,50,30,50,36,-,-
GEVP,6,Recupero,50,31,74,44,-,-
GEVP,6,Pase,50,31,77,40,58,69
GEVP,8,Pase,50,37,58,69,12,51
GEVP,11,Perdida,50,40,10,52,-,-
SITAS,2,Pase,50,41,10,41,26,93
SITAS,7,Pase,50,42,28,96,42,70
SITAS,10,Pase,50,44,42,61,42,92
SITAS,7,Pase,50,47,42,92,64,28
SITAS,11,Pase,50,49,67,33,58,5
SITAS,10,Errado,50,52,62,12,-,-
GEVP,6,reb_def,50,52,82,65,-,-
GEVP,6,Pase,50,53,81,64,75,95
GEVP,8,Pase,50,55,77,92,22,93
GEVP,11,Pase,51,0,27,95,68,69
GEVP,6,Pase,51,3,69,70,57,44
GEVP,5,Pase,51,1,59,48,46,7
GEVP,10,Pase,51,2,47,7,28,8
GEVP,8,Pase,51,4,26,7,44,21
GEVP,5,Pase,51,5,45,21,11,64
GEVP,11,Gol,51,7,9,71,-,-
SITAS,7,Pase,51,11,12,48,31,17
SITAS,10,Pase,51,11,30,22,56,10
SITAS,1,Pase,51,15,56,9,74,26
SITAS,11,Pase,51,17,75,28,82,82
SITAS,10,Gol,51,19,82,83,-,-
GEVP,10,Pase,51,24,86,45,71,69
GEVP,5,Pase,51,25,70,68,28,12
GEVP,2,Pase,51,27,29,11,48,6
GEVP,5,Pase,51,30,47,7,46,56
GEVP,8,Pase,51,34,47,55,26,92
GEVP,8,Foul,51,35,28,65,-,-
SITAS,2,Pase,51,41,28,55,54,8
SITAS,7,Pase,51,43,56,13,75,8
SITAS,11,Pase,51,44,76,6,58,19
SITAS,11,Foul,51,53,85,27,-,-
GEVP,6,Pase,51,54,87,28,73,9
GEVP,5,Pase,51,56,73,8,74,30
GEVP,11,Perdida,52,48,3,58,-,-
SITAS,9,Pase,52,52,42,4,53,23
SITAS,10,Pase,52,55,53,35,57,77
SITAS,7,Pase,52,56,55,64,71,93
SITAS,1,Pase,52,56,68,94,86,80
SITAS,11,Pase,52,59,87,79,94,58
SITAS,7,Pase,53,0,94,59,88,50
SITAS,1,Errado,53,3,94,43,-,-
GEVP,10,reb_def,53,3,88,49,-,-
GEVP,10,Pase,53,4,88,49,86,23
GEVP,8,Pase,53,5,87,26,72,19
GEVP,6,Pase,53,7,72,18,76,92
GEVP,5,Pase,53,9,77,92,72,60
GEVP,10,Pase,53,12,72,60,57,22
GEVP,6,Pase,53,13,58,23,43,8
GEVP,8,Pase,53,15,42,9,64,9
GEVP,6,Pase,53,17,65,12,49,34
GEVP,11,Perdida,53,19,48,35,-,-
SITAS,2,Pase,53,23,21,52,46,65
SITAS,11,Pase,53,26,56,61,42,22
SITAS,9,Pase,53,26,42,26,57,6
SITAS,1,Pase,53,28,57,8,60,67
SITAS,7,Pase,53,29,60,69,77,47
SITAS,10,Perdida,53,36,77,50,-,-
GEVP,6,Pase,53,39,77,50,78,91
GEVP,5,Pase,53,41,77,93,70,47
GEVP,6,Pase,53,43,70,49,39,91
GEVP,5,Pase,53,44,37,96,47,57
GEVP,8,Pase,53,46,47,49,38,93
GEVP,2,Pase,53,47,37,93,15,87
SITAS,1,Foul,53,50,14,86,-,-
GEVP,5,Pase,53,52,13,91,36,87
GEVP,11,Pase,53,53,36,86,20,75
GEVP,8,Pase,53,55,22,64,41,43
GEVP,2,Pase,53,56,43,39,34,85
GEVP,11,Pase,53,57,34,89,20,58
GEVP,5,Pase,53,59,19,68,27,33
GEVP,11,Gol,54,0,27,29,-,-
SITAS,9,Pase,54,3,10,40,27,91
SITAS,2,Errado,54,6,44,94,-,-
GEVP,6,Pase,61,18,8,59,23,50
GEVP,5,Pase,61,19,23,51,40,92
GEVP,6,Pase,61,20,39,94,62,93
GEVP,8,Pase,61,20,63,94,84,87
GEVP,2,Pase,61,23,84,85,57,51
GEVP,5,Pase,61,24,56,51,63,25
GEVP,8,Pase,61,26,63,22,78,48
GEVP,5,Errado,61,28,84,42,-,-
SITAS,9,reb_def,61,29,86,53,-,-
SITAS,9,Pase,61,30,86,56,70,41
SITAS,7,Pase,61,32,70,42,62,10
SITAS,2,Pase,61,34,61,12,42,22
SITAS,11,Pase,61,35,42,22,25,38
SITAS,10,Pase,61,37,25,36,33,47
SITAS,11,Pase,61,39,33,48,28,74
SITAS,10,Pase,61,40,29,75,7,86
SITAS,1,Pase,61,42,7,92,7,65
SITAS,11,Gol,61,43,8,70,-,-
GEVP,6,Pase,61,50,8,59,27,40
GEVP,10,Pase,61,53,26,44,46,8
GEVP,5,Pase,61,55,51,11,77,9
GEVP,2,Pase,61,57,77,13,55,31
GEVP,5,Pase,61,58,56,22,76,62
SITAS,10,Pase,62,4,92,56,74,87
SITAS,9,Pase,62,6,75,87,77,48
SITAS,10,Pase,62,8,77,50,68,14
SITAS,2,Pase,62,9,67,13,54,48
SITAS,10,Pase,62,11,49,49,10,72
SITAS,1,Pase,62,13,9,83,29,83
SITAS,10,Pase,62,15,32,88,27,49
SITAS,7,Gol,62,18,21,62,-,-
GEVP,10,Pase,62,21,9,51,18,81
GEVP,6,Pase,62,22,20,83,50,71
GEVP,5,Pase,62,23,47,71,74,91
GEVP,11,Gol,62,0,73,73,-,-
GEVP,11,Pase,62,26,72,92,92,85
GEVP,2,Pase,62,30,93,90,88,58
GEVP,8,Errado,62,31,89,43,-,-
SITAS,7,reb_def,62,32,81,56,-,-
SITAS,7,Pase,62,33,82,58,65,36
SITAS,9,Pase,62,35,68,42,56,94
SITAS,2,Pase,62,36,59,93,41,95
SITAS,1,Pase,62,48,41,95,18,79
SITAS,10,Pase,62,50,19,99,21,41
SITAS,11,Gol,62,52,25,37,-,-
GEVP,10,Pase,62,58,11,44,17,15
GEVP,6,Pase,62,58,16,12,17,42
GEVP,10,Pase,63,0,19,44,27,8
GEVP,6,Pase,63,1,29,9,56,10
GEVP,11,Pase,63,4,60,14,75,9
GEVP,2,Pase,63,8,72,10,92,26
GEVP,5,Pase,63,10,93,26,67,11
GEVP,8,Pase,63,11,67,14,81,32
GEVP,11,Gol,63,13,77,34,-,-
SITAS,2,Pase,63,18,90,40,73,93
SITAS,7,Pase,63,20,75,90,72,61
SITAS,2,Pase,63,21,72,53,54,14
SITAS,9,Pase,63,22,55,13,44,40
SITAS,11,Pase,63,25,43,40,29,82
SITAS,7,Pase,63,26,29,82,48,48
SITAS,1,Pase,63,28,48,49,24,44
SITAS,10,Gol,63,30,27,47,-,-
GEVP,6,Pase,63,33,13,51,18,91
GEVP,8,Pase,63,36,21,93,17,67
GEVP,6,Pase,63,39,21,64,22,88
GEVP,10,Pase,63,43,24,92,51,3
GEVP,6,Perdida,63,45,53,5,-,-
SITAS,2,Pase,63,53,61,1,55,66
SITAS,9,Pase,63,53,57,65,33,90
SITAS,7,Pase,63,56,35,91,38,30
SITAS,10,Pase,63,59,43,30,36,83
SITAS,7,Pase,64,0,37,82,22,80
SITAS,11,Pase,64,1,23,83,26,38
SITAS,7,Gol,64,2,24,34,-,-
GEVP,10,Pase,64,7,13,48,16,93
GEVP,5,Pase,64,10,16,85,33,14
GEVP,6,Pase,64,11,34,21,69,8
GEVP,8,Pase,64,13,69,10,55,26
GEVP,5,Pase,64,16,55,26,64,8
GEVP,2,Pase,64,17,66,11,54,25
GEVP,5,Pase,64,19,54,21,72,85
GEVP,8,Pase,64,21,73,87,53,47
GEVP,11,Pase,64,23,54,49,79,43
GEVP,2,Gol,64,25,81,43,-,-
SITAS,2,Pase,64,28,87,43,83,86
SITAS,7,Pase,64,29,83,87,75,43
SITAS,2,Pase,64,31,75,45,50,6
SITAS,10,Pase,64,33,50,8,44,55
SITAS,9,Pase,64,41,57,56,41,24
SITAS,10,Pase,64,45,41,23,13,94
SITAS,1,Pase,64,46,14,93,2,67
SITAS,7,Gol,64,47,2,68,-,-
GEVP,6,Pase,64,52,12,38,24,9
GEVP,5,Pase,64,55,24,10,42,12
GEVP,10,Pase,64,57,42,11,54,47
GEVP,8,Pase,64,58,55,49,63,90
GEVP,11,Pase,65,0,61,91,92,84
GEVP,2,Pase,65,2,93,85,68,86
GEVP,11,Perdida,65,11,68,88,-,-
SITAS,2,Recupero,65,5,79,35,-,-
SITAS,2,Pase,65,6,78,24,77,50
SITAS,9,Pase,65,8,75,50,54,66
SITAS,1,Pase,65,9,57,69,34,91
SITAS,7,Pase,65,10,34,93,27,73
SITAS,11,Pase,65,11,25,69,40,91
SITAS,10,Gol,65,17,35,86,-,-
GEVP,10,Pase,65,17,10,58,25,48
GEVP,6,Pase,65,19,25,49,31,15
GEVP,5,Pase,65,21,32,17,31,87
GEVP,10,Pase,65,24,34,91,71,76
GEVP,8,Pase,65,25,71,79,91,70
GEVP,11,Gol,65,27,94,59,-,-
SITAS,2,Pase,66,56,92,31,72,10
SITAS,9,Pase,66,58,73,11,42,8
SITAS,1,sub_out,66,37,99,12,-,-
SITAS,5,sub_in,66,37,50,50,-,-
SITAS,5,Pase,67,0,42,7,46,35
SITAS,11,Pase,67,2,46,35,9,33
SITAS,5,Gol,67,3,6,43,-,-
GEVP,12,sub_in,66,37,50,49,-,-
GEVP,9,sub_in,66,37,50,50,-,-
GEVP,10,sub_out,66,37,50,50,-,-
GEVP,6,sub_out,66,37,50,52,-,-
GEVP,9,Pase,67,9,11,51,23,72
GEVP,12,Pase,67,12,24,74,30,15
GEVP,5,Pase,67,14,31,15,20,71
GEVP,12,Pase,67,15,22,65,31,94
GEVP,9,Pase,67,16,32,93,53,96
GEVP,11,Pase,67,18,56,92,84,93
GEVP,8,Pase,67,19,85,94,64,91
GEVP,5,Pase,67,21,65,92,62,37
GEVP,11,Pase,67,23,62,38,81,48
SITAS,5,Foul,67,27,78,50,-,-
GEVP,5,Pase,67,29,83,63,93,63
GEVP,11,Gol,67,31,95,57,-,-
SITAS,9,Pase,67,35,88,49,59,11
SITAS,5,Pase,67,36,59,12,35,12
SITAS,10,Pase,67,38,36,13,19,10
SITAS,11,Pase,67,41,19,9,17,36
SITAS,7,Errado,67,43,23,44,-,-
GEVP,5,reb_def,67,44,10,55,-,-
SITAS,10,Foul,67,44,10,56,-,-
GEVP,5,Pase,67,47,11,56,26,11
GEVP,12,Pase,67,48,27,11,50,6
GEVP,8,Pase,67,52,50,7,63,92
GEVP,9,Pase,67,53,64,91,86,88
GEVP,5,Pase,67,55,86,87,91,61
GEVP,11,Perdida,67,56,91,61,-,-
SITAS,2,Pase,67,58,91,62,69,66
SITAS,7,Pase,67,59,70,69,41,33
SITAS,11,Pase,68,1,41,33,12,36
SITAS,10,Gol,68,3,17,39,-,-
GEVP,9,Pase,68,8,11,38,15,95
GEVP,5,Pase,68,9,16,96,22,40
GEVP,12,Pase,68,10,22,42,19,82
GEVP,5,Pase,68,13,18,80,65,91
GEVP,2,Pase,68,15,66,91,60,13
GEVP,12,Gol,68,17,63,16,-,-
SITAS,9,Pase,68,21,87,47,72,20
SITAS,7,Pase,68,22,72,21,72,45
SITAS,9,Pase,68,24,73,46,37,90
SITAS,2,Gol,68,26,30,85,-,-
GEVP,9,Pase,68,29,13,41,12,77
GEVP,12,Pase,68,31,12,78,24,51
GEVP,9,Pase,68,34,23,67,49,12
GEVP,2,Pase,68,36,45,11,67,93
GEVP,12,Errado,68,39,72,87,-,-
GEVP,8,Pase,68,48,81,29,90,44
GEVP,5,Gol,68,50,91,40,-,-
SITAS,9,Pase,68,54,88,41,73,14
SITAS,2,Pase,68,54,73,17,77,42
SITAS,9,Pase,68,56,75,43,49,12
SITAS,5,Pase,68,58,49,12,47,61
SITAS,7,Pase,69,0,47,61,25,87
SITAS,11,Pase,69,2,25,87,22,60
SITAS,10,Gol,69,4,26,63,-,-
GEVP,5,Pase,69,8,14,54,24,28
GEVP,9,Pase,69,9,24,26,54,6
GEVP,8,Pase,69,11,54,7,36,19
GEVP,9,Pase,69,14,36,20,62,8
GEVP,8,Pase,69,15,63,11,59,49
GEVP,11,Pase,69,17,57,54,59,93
GEVP,5,Pase,69,19,62,95,58,26
GEVP,12,Pase,69,21,59,26,77,7
GEVP,2,Pase,69,21,79,7,55,32
GEVP,11,Pase,69,24,54,33,80,17
GEVP,5,Pase,69,26,81,18,95,52
GEVP,2,Errado,69,28,94,50,-,-
SITAS,7,reb_def,69,29,80,55,-,-
SITAS,7,Pase,69,30,79,55,63,95
SITAS,9,Pase,69,32,61,94,36,94
SITAS,10,Pase,69,35,39,93,16,67
SITAS,11,Errado,69,37,16,56,-,-
GEVP,12,reb_def,69,48,16,41,-,-
GEVP,12,Pase,69,49,17,37,13,71
GEVP,5,Pase,69,52,13,75,31,49
GEVP,12,Pase,69,54,31,50,45,91
GEVP,9,Pase,69,55,46,92,69,93
SITAS,9,Foul,70,4,69,93,-,-
GEVP,2,Foul,70,4,76,41,-,-
SITAS,2,Pase,70,9,76,42,53,55
SITAS,11,Pase,70,10,54,54,49,14
SITAS,5,Pase,70,13,49,14,48,51
SITAS,10,Pase,70,15,48,51,14,79
SITAS,7,Gol,70,18,15,77,-,-
GEVP,9,Pase,70,20,15,43,18,83
GEVP,12,Pase,70,22,18,83,30,76
GEVP,9,Perdida,70,26,30,74,-,-
SITAS,9,Recupero,70,25,44,89,-,-
SITAS,9,Pase,70,25,42,92,27,75
GEVP,9,Foul,70,32,14,80,-,-
SITAS,7,Pase,70,36,14,85,41,50
SITAS,5,Pase,70,37,41,50,29,90
SITAS,7,Pase,70,38,27,90,11,79
SITAS,10,Pase,70,40,11,80,9,50
SITAS,11,Gol,70,43,7,57,-,-
GEVP,9,Pase,70,45,12,52,19,18
GEVP,11,Pase,70,48,47,9,52,46
GEVP,8,Pase,70,47,17,19,46,8
GEVP,5,Pase,70,49,54,47,42,24
GEVP,8,Pase,70,53,51,26,52,49
GEVP,5,Pase,70,52,52,47,50,20
GEVP,8,Pase,70,53,51,18,72,5
SITAS,5,Foul,70,59,85,34,-,-
GEVP,5,Pase,71,4,86,35,67,36
GEVP,8,Pase,71,5,67,36,81,18
GEVP,5,Errado,71,8,81,15,-,-
SITAS,2,Pase,71,20,87,62,69,20
SITAS,9,Pase,71,23,71,18,40,15
SITAS,10,Pase,71,26,39,17,42,65
SITAS,7,Pase,71,27,42,68,28,95
SITAS,5,Pase,71,29,28,94,45,61
SITAS,11,Pase,71,30,50,55,38,7
SITAS,2,Errado,71,33,32,12,-,-
GEVP,8,reb_def,71,33,10,64,-,-
GEVP,8,Pase,71,34,10,63,23,50
GEVP,5,Pase,71,36,22,52,29,11
GEVP,12,Pase,71,38,29,11,63,10
GEVP,2,Pase,71,40,60,9,44,94
GEVP,9,Pase,71,41,46,96,70,94
GEVP,8,Pase,71,43,69,97,89,88
GEVP,11,Perdida,71,47,89,93,-,-
SITAS,5,Recupero,71,47,73,55,-,-
SITAS,5,Pase,71,48,73,57,80,84
SITAS,9,Pase,71,48,80,82,55,65
SITAS,5,Pase,71,50,54,68,44,96
SITAS,10,Pase,71,51,44,95,30,77
SITAS,11,Pase,71,53,29,80,46,85
GEVP,5,Pase,71,56,44,85,30,95
SITAS,7,Pase,71,57,30,94,11,76
SITAS,10,Errado,71,57,11,75,-,-
SITAS,7,Pase,72,6,22,48,47,72
SITAS,10,Pase,72,9,47,50,28,76
SITAS,7,Errado,72,11,27,76,-,-
GEVP,5,reb_def,72,13,10,35,-,-
GEVP,5,Pase,72,14,11,32,29,6
GEVP,9,Pase,72,17,30,8,29,79
GEVP,12,Pase,72,20,29,79,57,7
GEVP,5,Pase,72,22,57,8,70,8
GEVP,8,Pase,72,24,71,8,55,5
GEVP,5,Pase,72,25,56,7,50,39
GEVP,2,Pase,72,28,50,37,77,49
GEVP,8,Pase,72,29,78,49,77,21
GEVP,5,Errado,72,31,76,24,-,-
GEVP,8,reb_of,72,31,81,64,-,-
GEVP,8,Pase,72,32,82,64,61,57
GEVP,2,Pase,72,35,64,68,72,95
GEVP,8,Pase,72,38,71,97,46,89
GEVP,2,Pase,72,39,46,91,64,11
GEVP,12,Errado,72,41,73,15,-,-
SITAS,2,reb_def,72,43,81,40,-,-
SITAS,2,Pase,72,43,81,37,67,50
SITAS,9,Pase,72,45,67,52,63,6
SITAS,5,Pase,72,47,63,7,55,41
SITAS,9,Pase,72,49,55,41,19,63
SITAS,7,Gol,72,51,18,65,-,-
GEVP,9,Pase,72,56,12,64,29,51
GEVP,12,Pase,72,58,28,58,49,6
GEVP,5,Perdida,73,2,50,8,-,-
SITAS,2,Recupero,73,1,59,12,-,-
SITAS,2,Pase,73,3,59,13,62,62
SITAS,9,Pase,73,5,63,63,50,39
SITAS,5,Pase,73,7,50,39,45,72
SITAS,11,Pase,73,10,44,73,45,17
SITAS,7,Pase,73,11,45,17,17,9
SITAS,5,Pase,73,13,18,7,17,35
SITAS,11,Gol,73,16,17,36,-,-
GEVP,9,Pase,74,42,10,54,19,92
GEVP,5,Pase,74,44,21,93,29,26
GEVP,9,Pase,74,46,29,27,27,83
GEVP,12,Pase,74,48,26,84,57,95
GEVP,8,Pase,74,50,58,95,71,74
GEVP,2,Pase,74,52,71,64,87,35
GEVP,5,Errado,74,55,87,33,-,-
GEVP,11,Foul,74,54,80,59,-,-
SITAS,2,Pase,75,1,79,61,68,94
SITAS,9,Pase,75,3,68,94,60,61
SITAS,11,Pase,75,4,60,60,58,23
SITAS,2,Pase,75,5,57,22,43,7
GEVP,9,Foul,75,7,29,7,-,-
SITAS,7,Pase,75,14,29,6,42,11
SITAS,5,Pase,75,16,43,8,43,32
SITAS,11,Pase,75,20,45,34,51,62
SITAS,10,Pase,75,21,50,62,23,87
SITAS,5,Pase,75,22,22,89,29,64
SITAS,11,Gol,75,25,28,56,-,-
GEVP,8,Pase,75,29,12,51,29,12
GEVP,9,Pase,75,31,31,11,59,5
SITAS,2,Perdida,75,32,59,5,-,-
SITAS,2,Pase,75,45,58,5,74,22
SITAS,7,Pase,75,47,75,22,60,38
SITAS,9,Pase,75,49,61,40,53,11
SITAS,2,Pase,75,50,54,11,33,5
SITAS,11,Pase,75,53,32,6,48,14
SITAS,10,Pase,75,55,48,15,69,46
SITAS,7,sub_out,75,50,50,50,-,-
SITAS,15,sub_in,75,50,50,49,-,-
SITAS,15,Pase,75,56,67,48,59,6
SITAS,2,Pase,75,58,59,7,53,35
SITAS,5,Pase,75,59,53,35,24,40
SITAS,10,Pase,76,2,25,39,44,19
SITAS,11,Perdida,76,2,43,19,-,-
GEVP,8,Recupero,76,9,42,84,-,-
GEVP,8,Pase,76,18,42,88,55,12
GEVP,12,Pase,76,20,56,13,79,20
SITAS,9,Foul,76,22,79,17,-,-
GEVP,11,Pase,76,28,79,17,78,51
GEVP,12,Pase,76,28,78,53,57,49
GEVP,5,Pase,76,30,56,50,77,60
GEVP,8,Pase,76,32,78,63,82,94
GEVP,12,Pase,76,32,81,95,69,80
GEVP,8,Pase,76,34,67,82,79,77
GEVP,5,Pase,76,36,80,86,57,47
GEVP,8,Gol,76,37,58,49,-,-
SITAS,9,Pase,76,41,88,48,63,5
SITAS,2,Pase,76,44,63,5,60,43
SITAS,15,Pase,76,45,59,44,73,48
SITAS,9,Pase,76,47,72,47,59,88
SITAS,5,Pase,76,49,59,88,54,59
SITAS,11,Pase,76,50,55,56,29,21
SITAS,2,Gol,76,51,26,25,-,-
GEVP,9,Pase,76,56,12,50,18,22
GEVP,12,Pase,76,57,18,21,26,40
GEVP,9,Pase,77,0,26,39,29,84
GEVP,5,Pase,77,2,30,85,89,86
GEVP,2,Pase,77,4,91,86,81,19
GEVP,11,Pase,77,6,80,19,46,13
GEVP,12,Pase,77,7,45,13,61,15
GEVP,5,Pase,77,8,62,18,63,60
GEVP,2,Pase,77,10,62,62,62,15
GEVP,8,Pase,77,12,62,15,64,60
GEVP,2,Pase,77,14,65,60,80,88
GEVP,11,Pase,77,17,83,88,81,39
GEVP,2,Pase,77,17,82,38,96,24
GEVP,8,Errado,77,20,97,30,-,-
SITAS,11,reb_def,77,21,90,63,-,-
SITAS,11,Pase,77,23,89,62,65,51
SITAS,9,Pase,77,24,66,51,77,87
SITAS,2,Pase,77,26,76,88,60,94
SITAS,15,Pase,77,27,59,95,58,64
SITAS,9,Pase,77,31,58,64,57,9
SITAS,2,Pase,77,32,57,9,39,6
SITAS,5,Pase,77,34,39,4,48,49
SITAS,15,Pase,77,36,47,51,38,6
SITAS,10,Pase,77,38,38,7,12,10
SITAS,5,Pase,77,39,12,11,8,34
GEVP,5,Foul,77,44,4,49,-,-
SITAS,15,Perdida,77,49,4,49,-,-
GEVP,8,Recupero,77,51,44,43,-,-
GEVP,8,Pase,77,52,45,47,46,10
GEVP,5,Pase,77,54,46,8,44,40
GEVP,8,Pase,77,56,45,38,41,92
GEVP,12,Pase,77,58,42,87,79,94
GEVP,2,Gol,78,0,83,91,-,-
SITAS,11,Pase,78,4,87,50,88,84
SITAS,2,Pase,78,6,87,84,70,54
SITAS,11,Pase,78,9,70,54,68,23
SITAS,9,Pase,78,10,68,22,52,46
SITAS,11,Pase,78,13,47,46,50,76
SITAS,15,Pase,78,14,50,77,68,80
SITAS,2,Pase,78,17,69,79,42,25
SITAS,10,Pase,78,19,41,28,25,48
SITAS,11,Perdida,78,22,22,55,-,-
GEVP,5,Pase,78,25,21,58,34,7
GEVP,12,Pase,78,27,34,8,52,8
GEVP,-,Zona,78,35,51,50,-,-
SITAS,2,Pase,78,36,51,51,47,80
SITAS,5,Pase,78,38,45,79,38,32
SITAS,10,Pase,78,39,37,34,21,49
SITAS,11,Gol,78,42,23,55,-,-
GEVP,8,Pase,78,46,14,52,25,69
GEVP,2,sub_of,78,12,50,50,-,-
GEVP,6,sub_in,78,12,50,49,-,-
GEVP,6,Pase,78,47,25,68,29,95
GEVP,9,Pase,78,49,29,95,58,94
GEVP,5,Pase,78,51,57,93,51,14
GEVP,8,Pase,78,52,53,14,80,14
GEVP,11,Pase,78,55,80,15,87,37
GEVP,8,Gol,78,57,91,47,-,-
SITAS,7,sub_in,78,57,50,49,-,-
SITAS,15,sub_of,78,57,50,49,-,-
SITAS,2,Pase,79,0,88,63,73,41
SITAS,9,Pase,79,2,73,41,76,69
SITAS,2,Pase,79,4,76,70,47,43
SITAS,11,Pase,79,6,46,44,40,8
SITAS,7,Perdida,79,11,35,10,-,-
SITAS,5,Foul,79,32,11,47,-,-
GEVP,6,Pase,79,58,10,46,18,68
GEVP,9,Pase,79,59,17,64,25,32
GEVP,6,Pase,80,0,23,36,46,15
GEVP,12,Pase,80,4,51,17,80,10
GEVP,8,Pase,80,6,81,9,58,13
SITAS,7,Foul,80,15,58,14,-,-
GEVP,8,Pase,80,15,58,14,90,66
GEVP,5,Gol,80,17,90,65,-,-
SITAS,9,Pase,80,18,88,50,62,63
SITAS,2,Pase,80,21,61,63,31,89
SITAS,10,Pase,80,22,30,90,20,80
SITAS,11,Pase,80,24,20,80,46,76
SITAS,7,Pase,80,30,45,74,14,79
SITAS,5,Pase,80,30,15,98,28,92
SITAS,7,Pase,80,31,27,91,41,70
SITAS,11,Pase,80,34,42,70,26,85
SITAS,7,Pase,80,35,25,86,13,70
SITAS,10,Pase,80,37,13,72,12,54
SITAS,11,Gol,80,39,9,49,-,-
GEVP,6,Pase,80,43,16,43,25,49
GEVP,5,Pase,80,45,26,51,59,94
GEVP,12,Pase,80,47,62,92,86,93
GEVP,8,Pase,80,48,87,95,72,88
GEVP,5,Pase,80,50,71,84,62,36
GEVP,12,Pase,80,51,62,36,79,54
GEVP,8,Pase,80,53,79,54,57,57
GEVP,12,Pase,80,54,57,59,72,81
GEVP,8,Pase,80,56,72,83,90,77
GEVP,5,Pase,80,59,93,80,87,50
SITAS,7,Foul,80,59,87,49,-,-
GEVP,5,Pase,81,12,90,56,85,40
GEVP,12,reb_of,81,29,87,41,-,-
GEVP,12,Pase,81,31,88,38,80,11
GEVP,5,Pase,81,33,81,12,97,23
GEVP,8,Pase,81,34,98,21,88,54
GEVP,5,Errado,81,34,89,60,-,-
GEVP,12,reb_of,81,35,81,45,-,-
GEVP,12,Errado,81,38,88,51,-,-
GEVP,8,reb_of,81,39,81,41,-,-
GEVP,8,Pase,81,39,80,41,94,42
GEVP,12,Pase,81,41,95,41,81,18
GEVP,8,Pase,81,42,82,15,56,28
GEVP,11,Pase,81,44,55,27,58,6
SITAS,7,Foul,81,46,75,45,-,-
GEVP,8,Pase,81,54,73,44,94,30
GEVP,5,Pase,81,56,95,30,88,50
GEVP,8,Errado,81,57,88,49,-,-
GEVP,12,reb_of,81,58,82,40,-,-
GEVP,12,Gol,82,0,84,39,-,-
SITAS,2,Pase,82,3,87,39,58,6
SITAS,5,Pase,82,5,58,7,52,21
SITAS,9,Pase,82,6,52,21,37,12
SITAS,10,Pase,82,8,37,11,46,36
SITAS,7,Pase,82,10,46,35,44,68
SITAS,5,Pase,82,11,44,70,28,95
SITAS,11,Pase,82,13,28,94,9,29
GEVP,8,Foul,82,25,8,35,-,-
SITAS,10,Pase,82,31,7,36,25,8
SITAS,5,Pase,82,33,26,8,38,12
SITAS,7,Pase,82,36,38,15,9,12
SITAS,5,Pase,82,39,8,12,4,40
GEVP,6,Foul,82,47,4,43,-,-
SITAS,7,Pase,82,49,5,43,13,33
GEVP,6,Foul,82,49,10,35,-,-
SITAS,7,Pase,82,55,10,36,38,52
SITAS,5,Pase,82,56,39,53,38,15
SITAS,10,Gol,82,59,34,14,-,-
GEVP,6,Pase,83,1,13,57,21,88
GEVP,9,Pase,83,2,23,90,23,50
GEVP,6,Pase,83,4,23,49,49,50
GEVP,5,Pase,83,5,50,50,54,8
GEVP,8,Pase,83,6,55,9,70,4
GEVP,12,Pase,83,9,69,4,82,31
GEVP,11,Gol,83,10,84,31,-,-
SITAS,9,Pase,83,14,86,44,74,15
SITAS,2,Pase,83,15,74,15,61,8
SITAS,7,Pase,83,17,61,8,63,23
SITAS,2,Pase,83,18,63,22,39,49
SITAS,11,Pase,83,21,39,50,28,34
SITAS,10,Pase,83,23,31,30,26,73
SITAS,11,Errado,83,24,27,75,-,-
SITAS,7,reb_of,83,25,24,52,-,-
SITAS,7,Pase,83,27,25,52,44,70
SITAS,5,Pase,83,27,44,69,23,91
SITAS,11,Pase,83,29,26,89,14,94
SITAS,7,Pase,83,31,14,95,2,74
SITAS,10,Pase,83,32,2,80,24,94
SITAS,7,Pase,83,34,25,95,22,55
SITAS,11,Errado,83,36,23,64,-,-
SITAS,10,reb_of,83,38,20,49,-,-
SITAS,10,Gol,83,38,20,57,-,-
GEVP,6,Pase,83,41,14,47,46,16
GEVP,12,Pase,83,43,53,16,68,27
GEVP,5,Pase,83,44,69,28,48,10
GEVP,8,Pase,83,46,52,15,62,57
GEVP,11,Foul,83,56,62,59,-,-
SITAS,2,Pase,83,58,65,74,42,39
SITAS,5,Pase,84,0,45,40,36,86
SITAS,7,Pase,84,1,36,87,48,53
SITAS,5,Pase,84,3,47,52,40,82
SITAS,11,Pase,84,6,41,82,14,30
SITAS,7,Gol,84,8,14,29,-,-
GEVP,6,Pase,84,11,14,55,25,41
GEVP,5,Pase,84,12,25,39,21,64
GEVP,6,Pase,84,15,21,64,29,14
GEVP,5,Pase,84,16,30,15,60,10
GEVP,12,Pase,84,17,60,10,50,23
